0.63023-0.45704i	0.63085-0.45237i	0.63148-0.44771i	0.6321-0.44304i	0.63273-0.43838i	0.63335-0.43371i	0.63383-0.42893i	0.63414-0.42404i	0.63446-0.41915i	0.63477-0.41425i	0.63508-0.40936i	0.6354-0.40446i	0.63544-0.39938i	0.63544-0.39427i
0.40563-0.11354i	0.40234-0.12751i	0.39905-0.14148i	0.39576-0.15545i	0.39247-0.16943i	0.38918-0.1834i	0.38586-0.19742i	0.38249-0.21149i	0.37912-0.22557i	0.37575-0.23964i	0.37238-0.25372i	0.36901-0.26779i	0.36558-0.28192i	0.36214-0.29606i
0.45183-0.10058i	0.44851-0.11364i	0.44518-0.12671i	0.44186-0.13977i	0.43854-0.15284i	0.43522-0.1659i	0.43185-0.17902i	0.42843-0.19219i	0.42501-0.20536i	0.42158-0.21852i	0.41816-0.23169i	0.41474-0.24486i	0.41123-0.25809i	0.40771-0.27132i
0.50269-0.09619i	0.49947-0.10836i	0.49624-0.12053i	0.49302-0.1327i	0.48979-0.14487i	0.48657-0.15704i	0.48328-0.16926i	0.47993-0.18153i	0.47658-0.1938i	0.47323-0.20607i	0.46988-0.21834i	0.46654-0.2306i	0.46308-0.24293i	0.45962-0.25526i
0.55558-0.10211i	0.55257-0.11342i	0.54956-0.12473i	0.54656-0.13605i	0.54355-0.14736i	0.54055-0.15867i	0.53747-0.17002i	0.53432-0.18143i	0.53116-0.19283i	0.52801-0.20423i	0.52486-0.21564i	0.5217-0.22704i	0.51843-0.23849i	0.51513-0.24995i
0.60723-0.11903i	0.60455-0.12955i	0.60187-0.14006i	0.59919-0.15057i	0.59651-0.16109i	0.59384-0.1716i	0.59108-0.18215i	0.58823-0.19275i	0.58538-0.20334i	0.58254-0.21394i	0.57969-0.22453i	0.57684-0.23512i	0.57385-0.24576i	0.57084-0.2564i
0.65425-0.14641i	0.65199-0.15621i	0.64973-0.166i	0.64747-0.1758i	0.64521-0.1856i	0.64295-0.19539i	0.6406-0.20522i	0.63815-0.21508i	0.6357-0.22494i	0.63325-0.23481i	0.63081-0.24467i	0.62836-0.25453i	0.62575-0.26442i	0.62312-0.27431i
0.69364-0.1825i	0.69186-0.19167i	0.69009-0.20084i	0.68831-0.21001i	0.68653-0.21918i	0.68476-0.22836i	0.68288-0.23755i	0.6809-0.24677i	0.67892-0.25599i	0.67694-0.2652i	0.67496-0.27442i	0.67298-0.28364i	0.67082-0.29287i	0.66864-0.3021i
0.72322-0.2246i	0.72197-0.23324i	0.72071-0.24188i	0.71946-0.25053i	0.71821-0.25917i	0.71696-0.26781i	0.7156-0.27647i	0.71413-0.28513i	0.71266-0.2938i	0.71119-0.30247i	0.70973-0.31114i	0.70826-0.3198i	0.7066-0.32847i	0.70492-0.33713i
0.74194-0.2695i	0.74123-0.2777i	0.74052-0.28591i	0.73981-0.29411i	0.7391-0.30232i	0.73839-0.31053i	0.73757-0.31873i	0.73664-0.32694i	0.73571-0.33515i	0.73477-0.34335i	0.73384-0.35156i	0.7329-0.35977i	0.73177-0.36796i	0.73062-0.37614i
0.74996-0.31396i	0.7498-0.32181i	0.74963-0.32966i	0.74946-0.33751i	0.7493-0.34536i	0.74913-0.35321i	0.74885-0.36106i	0.74846-0.36889i	0.74806-0.37672i	0.74767-0.38455i	0.74727-0.39238i	0.74688-0.40021i	0.74629-0.40799i	0.74566-0.41578i
0.74851-0.3552i	0.74887-0.36276i	0.74923-0.37033i	0.74959-0.3779i	0.74996-0.38547i	0.75032-0.39303i	0.75057-0.40058i	0.75071-0.4081i	0.75085-0.41562i	0.75098-0.42315i	0.75112-0.43067i	0.75126-0.43819i	0.7512-0.44565i	0.75111-0.45311i
0.73949-0.39123i	0.74037-0.39857i	0.74124-0.40591i	0.74211-0.41324i	0.74299-0.42058i	0.74386-0.42792i	0.74463-0.43523i	0.74529-0.4425i	0.74594-0.44977i	0.7466-0.45705i	0.74725-0.46432i	0.74791-0.47159i	0.74837-0.47879i	0.7488-0.48597i
0.72515-0.42099i	0.72652-0.42814i	0.72788-0.4353i	0.72925-0.44245i	0.73061-0.4496i	0.73198-0.45676i	0.73325-0.46387i	0.7344-0.47094i	0.73556-0.47801i	0.73672-0.48508i	0.73788-0.49216i	0.73903-0.49923i	0.74-0.5062i	0.74095-0.51317i
0.70758-0.44427i	0.70942-0.45128i	0.71126-0.45828i	0.7131-0.46529i	0.71494-0.4723i	0.71678-0.4793i	0.71853-0.48626i	0.72018-0.49317i	0.72182-0.50008i	0.72347-0.50699i	0.72511-0.5139i	0.72676-0.52081i	0.72823-0.52761i	0.72967-0.5344i
0.68846-0.46148i	0.69076-0.46837i	0.69306-0.47527i	0.69536-0.48216i	0.69766-0.48905i	0.69996-0.49594i	0.70218-0.50278i	0.7043-0.50957i	0.70642-0.51635i	0.70854-0.52313i	0.71067-0.52992i	0.71279-0.5367i	0.71475-0.54337i	0.71668-0.55003i
0.66891-0.47332i	0.67165-0.48013i	0.6744-0.48694i	0.67715-0.49375i	0.6799-0.50056i	0.68265-0.50737i	0.68532-0.51412i	0.68791-0.52082i	0.6905-0.52751i	0.69308-0.53421i	0.69567-0.5409i	0.69826-0.54759i	0.70069-0.55417i	0.70311-0.56073i
0.64954-0.48044i	0.65273-0.4872i	0.65591-0.49396i	0.65909-0.50072i	0.66228-0.50748i	0.66546-0.51424i	0.66858-0.52094i	0.67161-0.52758i	0.67465-0.53422i	0.67769-0.54086i	0.68073-0.54751i	0.68376-0.55415i	0.68666-0.56067i	0.68955-0.56717i
0.63068-0.48323i	0.63429-0.48997i	0.63789-0.49671i	0.64149-0.50345i	0.64509-0.51019i	0.6487-0.51693i	0.65224-0.52362i	0.65571-0.53024i	0.65918-0.53687i	0.66265-0.54349i	0.66612-0.55012i	0.6696-0.55674i	0.67294-0.56325i	0.67627-0.56974i
0.61264-0.48174i	0.61664-0.48849i	0.62064-0.49525i	0.62464-0.502i	0.62864-0.50875i	0.63264-0.51551i	0.63658-0.5222i	0.64046-0.52885i	0.64435-0.53549i	0.64823-0.54213i	0.65211-0.54877i	0.656-0.55542i	0.65977-0.56195i	0.66352-0.56846i
0.59595-0.47581i	0.60032-0.4826i	0.6047-0.48939i	0.60907-0.49618i	0.61344-0.50297i	0.61781-0.50976i	0.62213-0.5165i	0.6264-0.52319i	0.63066-0.52988i	0.63493-0.53656i	0.6392-0.54325i	0.64346-0.54994i	0.64763-0.55652i	0.65178-0.56309i
0.58157-0.46528i	0.58629-0.47213i	0.591-0.47897i	0.59571-0.48582i	0.60043-0.49266i	0.60514-0.49951i	0.60981-0.50631i	0.61443-0.51306i	0.61905-0.51981i	0.62367-0.52657i	0.62829-0.53332i	0.63291-0.54007i	0.63743-0.54673i	0.64194-0.55337i
0.57082-0.45032i	0.57585-0.45723i	0.58088-0.46414i	0.58591-0.47105i	0.59094-0.47796i	0.59597-0.48487i	0.60095-0.49174i	0.60589-0.49857i	0.61084-0.5054i	0.61578-0.51222i	0.62072-0.51905i	0.62566-0.52588i	0.63051-0.53263i	0.63535-0.53936i
0.56522-0.43167i	0.57054-0.43864i	0.57586-0.44561i	0.58119-0.45259i	0.58651-0.45956i	0.59183-0.46654i	0.59711-0.47348i	0.60235-0.48038i	0.60759-0.48729i	0.61283-0.4942i	0.61806-0.50111i	0.6233-0.50801i	0.62845-0.51485i	0.63359-0.52167i
0.56617-0.41076i	0.57178-0.4178i	0.57738-0.42483i	0.58298-0.43186i	0.58858-0.4389i	0.59418-0.44593i	0.59974-0.45294i	0.60526-0.45992i	0.61077-0.4669i	0.61629-0.47389i	0.62181-0.48087i	0.62732-0.48785i	0.63275-0.49477i	0.63817-0.50168i
0.5746-0.38971i	0.58047-0.3968i	0.58635-0.40389i	0.59222-0.41098i	0.5981-0.41807i	0.60398-0.42516i	0.60981-0.43223i	0.6156-0.43928i	0.62139-0.44633i	0.62718-0.45338i	0.63297-0.46043i	0.63876-0.46748i	0.64445-0.47448i	0.65013-0.48147i
0.59059-0.37103i	0.59674-0.37817i	0.6029-0.38532i	0.60906-0.39246i	0.61521-0.39961i	0.62137-0.40676i	0.62748-0.41389i	0.63355-0.42101i	0.63961-0.42813i	0.64567-0.43524i	0.65174-0.44236i	0.6578-0.44948i	0.66377-0.45656i	0.66972-0.46363i
0.61325-0.35728i	0.61971-0.36449i	0.62616-0.3717i	0.63261-0.37891i	0.63906-0.38612i	0.64551-0.39333i	0.65191-0.40053i	0.65826-0.40773i	0.66461-0.41492i	0.67096-0.42212i	0.6773-0.42931i	0.68365-0.4365i	0.68989-0.44366i	0.69612-0.45082i
0.64074-0.3506i	0.6475-0.3579i	0.65426-0.36519i	0.66102-0.37249i	0.66778-0.37979i	0.67454-0.38709i	0.68124-0.39438i	0.68789-0.40167i	0.69453-0.40896i	0.70118-0.41624i	0.70783-0.42353i	0.71447-0.43082i	0.721-0.43808i	0.72751-0.44534i
0.67046-0.35232i	0.67754-0.35974i	0.68462-0.36716i	0.69169-0.37457i	0.69877-0.38199i	0.70585-0.38941i	0.71286-0.39683i	0.71982-0.40424i	0.72677-0.41165i	0.73372-0.41907i	0.74067-0.42648i	0.74762-0.4339i	0.75444-0.44129i	0.76124-0.44868i
0.69948-0.36269i	0.70687-0.37027i	0.71427-0.37785i	0.72167-0.38543i	0.72906-0.39302i	0.73646-0.4006i	0.74379-0.40818i	0.75104-0.41576i	0.7583-0.42335i	0.76555-0.43093i	0.77281-0.43851i	0.78006-0.44609i	0.78718-0.45365i	0.79427-0.46121i
0.72502-0.38081i	0.73272-0.38861i	0.74042-0.39641i	0.74812-0.40421i	0.75582-0.412i	0.76352-0.4198i	0.77115-0.4276i	0.77869-0.43539i	0.78624-0.44319i	0.79379-0.45098i	0.80133-0.45878i	0.80888-0.46657i	0.81627-0.47435i	0.82363-0.48212i
0.74493-0.40485i	0.7529-0.41291i	0.76088-0.42098i	0.76885-0.42904i	0.77683-0.4371i	0.7848-0.44517i	0.79269-0.45323i	0.8005-0.46128i	0.80831-0.46934i	0.81612-0.47739i	0.82392-0.48545i	0.83173-0.4935i	0.83937-0.50153i	0.84699-0.50955i
0.758-0.43237i	0.7662-0.44074i	0.77441-0.44911i	0.78261-0.45748i	0.79081-0.46585i	0.79901-0.47422i	0.80713-0.48258i	0.81516-0.49094i	0.82318-0.49929i	0.83121-0.50765i	0.83923-0.516i	0.84726-0.52435i	0.8551-0.53267i	0.86292-0.54099i
0.7641-0.46081i	0.77248-0.46952i	0.78085-0.47822i	0.78923-0.48693i	0.79761-0.49564i	0.80598-0.50434i	0.81427-0.51304i	0.82245-0.52172i	0.83064-0.5304i	0.83883-0.53908i	0.84702-0.54776i	0.85521-0.55644i	0.86321-0.56508i	0.87119-0.57371i
0.76411-0.48795i	0.77259-0.49701i	0.78108-0.50607i	0.78956-0.51512i	0.79805-0.52418i	0.80653-0.53324i	0.81493-0.54228i	0.82322-0.5513i	0.83151-0.56032i	0.83981-0.56934i	0.8481-0.57837i	0.85639-0.58739i	0.86449-0.59636i	0.87257-0.60532i
0.75956-0.51229i	0.76809-0.5217i	0.77663-0.53111i	0.78516-0.54051i	0.7937-0.54992i	0.80223-0.55933i	0.81067-0.56871i	0.81901-0.57807i	0.82735-0.58744i	0.83569-0.5968i	0.84403-0.60616i	0.85237-0.61552i	0.86051-0.62481i	0.86862-0.6341i
0.75231-0.53321i	0.76083-0.54296i	0.76936-0.5527i	0.77789-0.56244i	0.78642-0.57219i	0.79494-0.58193i	0.80338-0.59165i	0.81171-0.60133i	0.82004-0.61102i	0.82837-0.62071i	0.8367-0.63039i	0.84503-0.64008i	0.85316-0.64969i	0.86127-0.65929i
0.74403-0.55096i	0.7525-0.56102i	0.76098-0.57108i	0.76945-0.58113i	0.77792-0.59119i	0.7864-0.60125i	0.79477-0.61127i	0.80305-0.62126i	0.81133-0.63125i	0.8196-0.64124i	0.82788-0.65122i	0.83616-0.66121i	0.84424-0.67112i	0.85229-0.68101i
0.73592-0.56642i	0.7443-0.57676i	0.75268-0.5871i	0.76106-0.59744i	0.76944-0.60779i	0.77782-0.61813i	0.78611-0.62843i	0.7943-0.6387i	0.80249-0.64896i	0.81067-0.65922i	0.81886-0.66949i	0.82705-0.67975i	0.83504-0.68992i	0.84301-0.70008i
0.72846-0.58074i	0.73672-0.59133i	0.74499-0.60193i	0.75325-0.61253i	0.76151-0.62313i	0.76977-0.63373i	0.77794-0.64428i	0.78601-0.65479i	0.79408-0.6653i	0.80215-0.67582i	0.81022-0.68633i	0.81829-0.69684i	0.82617-0.70725i	0.83403-0.71764i
0.7215-0.59497i	0.72962-0.60579i	0.73774-0.61662i	0.74585-0.62745i	0.75397-0.63828i	0.76209-0.64911i	0.77012-0.65989i	0.77805-0.67062i	0.78598-0.68136i	0.79391-0.69209i	0.80185-0.70283i	0.80978-0.71356i	0.81753-0.72419i	0.82525-0.7348i
0.71437-0.60977i	0.72233-0.6208i	0.73028-0.63184i	0.73824-0.64287i	0.74619-0.65391i	0.75415-0.66494i	0.76202-0.67593i	0.76979-0.68686i	0.77757-0.6978i	0.78534-0.70873i	0.79311-0.71966i	0.80089-0.7306i	0.80848-0.74142i	0.81605-0.75222i
0.70627-0.62525i	0.71404-0.63647i	0.72181-0.64769i	0.72958-0.65891i	0.73735-0.67012i	0.74512-0.68134i	0.75281-0.69251i	0.76041-0.70362i	0.76801-0.71473i	0.7756-0.72585i	0.7832-0.73696i	0.7908-0.74807i	0.79822-0.75906i	0.80562-0.77004i
0.69651-0.641i	0.70408-0.65237i	0.71164-0.66375i	0.71921-0.67513i	0.72678-0.6865i	0.73435-0.69788i	0.74184-0.70921i	0.74924-0.72047i	0.75664-0.73174i	0.76404-0.74301i	0.77143-0.75428i	0.77883-0.76555i	0.78606-0.77669i	0.79327-0.78782i
0.68485-0.65626i	0.6922-0.66777i	0.69954-0.67928i	0.70688-0.69079i	0.71423-0.7023i	0.72157-0.7138i	0.72884-0.72526i	0.73602-0.73666i	0.7432-0.74805i	0.75038-0.75945i	0.75756-0.77085i	0.76474-0.78224i	0.77176-0.79351i	0.77875-0.80476i
0.67156-0.67027i	0.67867-0.68188i	0.68577-0.69349i	0.69287-0.7051i	0.69997-0.71671i	0.70707-0.72831i	0.7141-0.73986i	0.72104-0.75136i	0.72799-0.76285i	0.73493-0.77434i	0.74188-0.78583i	0.74882-0.79733i	0.7556-0.80869i	0.76237-0.82003i
0.65736-0.68256i	0.66421-0.69423i	0.67105-0.70589i	0.6779-0.71756i	0.68475-0.72923i	0.6916-0.7409i	0.69837-0.75251i	0.70506-0.76406i	0.71176-0.7756i	0.71845-0.78715i	0.72515-0.7987i	0.73184-0.81025i	0.73839-0.82167i	0.74491-0.83306i
0.64318-0.69313i	0.64976-0.70482i	0.65635-0.7165i	0.66294-0.72819i	0.66953-0.73988i	0.67612-0.75156i	0.68264-0.76319i	0.68908-0.77475i	0.69552-0.78632i	0.70197-0.79788i	0.70841-0.80944i	0.71485-0.82101i	0.72115-0.83244i	0.72742-0.84384i
0.62983-0.70261i	0.63617-0.71427i	0.64251-0.72593i	0.64885-0.73759i	0.65519-0.74925i	0.66153-0.76091i	0.6678-0.77251i	0.674-0.78405i	0.6802-0.79559i	0.6864-0.80713i	0.6926-0.81866i	0.69879-0.8302i	0.70485-0.8416i	0.71089-0.85298i
0.61773-0.71205i	0.62384-0.72365i	0.62995-0.73525i	0.63606-0.74685i	0.64216-0.75845i	0.64827-0.77005i	0.65432-0.78159i	0.66029-0.79306i	0.66627-0.80454i	0.67224-0.81601i	0.67822-0.82749i	0.68419-0.83896i	0.69003-0.85029i	0.69585-0.86161i
0.6066-0.72271i	0.6125-0.73423i	0.61841-0.74574i	0.62432-0.75725i	0.63022-0.76876i	0.63613-0.78027i	0.64198-0.79172i	0.64775-0.80311i	0.65353-0.81449i	0.65931-0.82588i	0.66509-0.83726i	0.67087-0.84865i	0.67652-0.85989i	0.68215-0.87111i
0.59545-0.73566i	0.60119-0.74707i	0.60692-0.75848i	0.61266-0.76989i	0.6184-0.7813i	0.62414-0.79271i	0.62981-0.80406i	0.63543-0.81535i	0.64105-0.82663i	0.64666-0.83791i	0.65228-0.84919i	0.6579-0.86048i	0.66339-0.87162i	0.66887-0.88274i
0.58272-0.7514i	0.58832-0.76271i	0.59392-0.77402i	0.59952-0.78533i	0.60512-0.79665i	0.61071-0.80796i	0.61626-0.81921i	0.62174-0.83039i	0.62723-0.84157i	0.63271-0.85275i	0.6382-0.86394i	0.64368-0.87512i	0.64905-0.88616i	0.6544-0.89718i
0.56658-0.76961i	0.57207-0.78084i	0.57755-0.79207i	0.58303-0.80329i	0.58852-0.81452i	0.594-0.82575i	0.59943-0.83691i	0.60481-0.84801i	0.61018-0.85911i	0.61556-0.8702i	0.62094-0.8813i	0.62631-0.8924i	0.63158-0.90335i	0.63683-0.91428i
0.54538-0.78907i	0.55076-0.80023i	0.55613-0.8114i	0.56151-0.82256i	0.56689-0.83373i	0.57226-0.8449i	0.57759-0.856i	0.58287-0.86704i	0.58815-0.87807i	0.59343-0.88911i	0.59871-0.90014i	0.60399-0.91118i	0.60917-0.92207i	0.61433-0.93294i
0.51804-0.80775i	0.5233-0.81888i	0.52857-0.83001i	0.53383-0.84114i	0.5391-0.85227i	0.54436-0.8634i	0.54958-0.87447i	0.55476-0.88547i	0.55994-0.89647i	0.56511-0.90747i	0.57029-0.91847i	0.57546-0.92947i	0.58055-0.94032i	0.58562-0.95116i
0.48442-0.8232i	0.48955-0.83431i	0.49468-0.84543i	0.49982-0.85654i	0.50495-0.86766i	0.51008-0.87878i	0.51517-0.88983i	0.52022-0.90081i	0.52528-0.9118i	0.53033-0.92278i	0.53538-0.93377i	0.54043-0.94476i	0.5454-0.9556i	0.55036-0.96642i
0.44547-0.83294i	0.45044-0.84405i	0.4554-0.85516i	0.46036-0.86627i	0.46533-0.87738i	0.47029-0.88849i	0.47522-0.89954i	0.48012-0.91052i	0.48501-0.9215i	0.48991-0.93249i	0.4948-0.94347i	0.4997-0.95445i	0.50452-0.96529i	0.50934-0.97611i
0.40313-0.83499i	0.40788-0.84609i	0.41264-0.85719i	0.41739-0.86829i	0.42215-0.87939i	0.4269-0.89048i	0.43163-0.90152i	0.43633-0.9125i	0.44103-0.92348i	0.44572-0.93445i	0.45042-0.94543i	0.45512-0.95641i	0.45976-0.96725i	0.46439-0.97807i
0.36003-0.82824i	0.36454-0.8393i	0.36904-0.85037i	0.37355-0.86144i	0.37805-0.8725i	0.38256-0.88357i	0.38704-0.89458i	0.3915-0.90553i	0.39596-0.91648i	0.40042-0.92743i	0.40488-0.93838i	0.40934-0.94934i	0.41375-0.96016i	0.41816-0.97096i
0.31911-0.81268i	0.32333-0.82368i	0.32755-0.83467i	0.33177-0.84567i	0.33599-0.85667i	0.34021-0.86766i	0.34441-0.87861i	0.3486-0.8895i	0.35279-0.90039i	0.35697-0.91128i	0.36116-0.92218i	0.36534-0.93307i	0.36949-0.94384i	0.37363-0.95459i
0.28305-0.78942i	0.28696-0.8003i	0.29087-0.81118i	0.29478-0.82206i	0.2987-0.83294i	0.30261-0.84382i	0.3065-0.85465i	0.31039-0.86544i	0.31427-0.87622i	0.31816-0.88701i	0.32204-0.89779i	0.32593-0.90858i	0.32978-0.91925i	0.33363-0.92991i
0.25391-0.76046i	0.2575-0.77117i	0.26109-0.78187i	0.26468-0.79258i	0.26826-0.80328i	0.27185-0.81399i	0.27543-0.82466i	0.279-0.83528i	0.28257-0.84591i	0.28614-0.85654i	0.28971-0.86716i	0.29328-0.87779i	0.29683-0.88832i	0.30038-0.89883i
0.23279-0.7283i	0.23606-0.73878i	0.23932-0.74926i	0.24259-0.75973i	0.24586-0.77021i	0.24913-0.78068i	0.2524-0.79113i	0.25565-0.80154i	0.25891-0.81195i	0.26216-0.82237i	0.26542-0.83278i	0.26867-0.84319i	0.27191-0.85352i	0.27514-0.86383i
0.21979-0.69553i	0.22275-0.70572i	0.22572-0.71591i	0.22868-0.72611i	0.23165-0.7363i	0.23461-0.74649i	0.23757-0.75666i	0.24052-0.7668i	0.24347-0.77694i	0.24642-0.78709i	0.24937-0.79723i	0.25232-0.80738i	0.25525-0.81745i	0.25819-0.82752i
0.21416-0.66438i	0.21684-0.67424i	0.21952-0.68409i	0.2222-0.69395i	0.22488-0.70381i	0.22757-0.71366i	0.23024-0.72351i	0.2329-0.73333i	0.23557-0.74316i	0.23824-0.75298i	0.2409-0.76281i	0.24357-0.77263i	0.24622-0.78241i	0.24886-0.79217i
0.21454-0.63647i	0.21697-0.64595i	0.2194-0.65542i	0.22182-0.6649i	0.22425-0.67438i	0.22668-0.68385i	0.2291-0.69332i	0.23151-0.70278i	0.23392-0.71225i	0.23632-0.72171i	0.23873-0.73117i	0.24114-0.74063i	0.24352-0.75005i	0.2459-0.75947i
0.21937-0.6127i	0.22158-0.62176i	0.22379-0.63081i	0.226-0.63987i	0.22822-0.64892i	0.23043-0.65798i	0.23262-0.66703i	0.2348-0.67609i	0.23698-0.68514i	0.23916-0.69419i	0.24134-0.70325i	0.24352-0.7123i	0.24567-0.72133i	0.24782-0.73036i
0.22722-0.59334i	0.22926-0.60194i	0.23129-0.61053i	0.23332-0.61913i	0.23535-0.62773i	0.23738-0.63632i	0.23939-0.64492i	0.24138-0.65353i	0.24337-0.66213i	0.24536-0.67074i	0.24735-0.67934i	0.24934-0.68795i	0.25129-0.69654i	0.25323-0.70513i
0.237-0.57826i	0.2389-0.58636i	0.2408-0.59447i	0.24269-0.60257i	0.24459-0.61067i	0.24649-0.61877i	0.24836-0.62688i	0.2502-0.635i	0.25204-0.64311i	0.25388-0.65123i	0.25572-0.65935i	0.25756-0.66747i	0.25936-0.67558i	0.26114-0.68369i
0.24801-0.56725i	0.24983-0.57482i	0.25164-0.58239i	0.25346-0.58996i	0.25528-0.59753i	0.25709-0.6051i	0.25887-0.61268i	0.26062-0.62028i	0.26236-0.62787i	0.26411-0.63546i	0.26586-0.64306i	0.2676-0.65065i	0.26928-0.65824i	0.27096-0.66584i
0.25986-0.56022i	0.26165-0.56723i	0.26345-0.57424i	0.26525-0.58125i	0.26705-0.58827i	0.26885-0.59528i	0.2706-0.6023i	0.27232-0.60934i	0.27403-0.61637i	0.27574-0.62341i	0.27746-0.63044i	0.27917-0.63747i	0.28081-0.64451i	0.28243-0.65155i
0.27218-0.5574i	0.27404-0.56383i	0.2759-0.57026i	0.27775-0.57669i	0.27961-0.58313i	0.28146-0.58956i	0.28327-0.596i	0.28503-0.60245i	0.28678-0.60891i	0.28854-0.61536i	0.2903-0.62181i	0.29205-0.62827i	0.29372-0.63472i	0.29538-0.64118i
0.28442-0.55927i	0.28642-0.56512i	0.28842-0.57096i	0.29042-0.57681i	0.29242-0.58266i	0.29442-0.5885i	0.29637-0.59436i	0.29826-0.60022i	0.30014-0.60608i	0.30203-0.61194i	0.30392-0.61781i	0.3058-0.62367i	0.30759-0.62953i	0.30936-0.6354i
0.29556-0.5664i	0.2978-0.57167i	0.30004-0.57695i	0.30227-0.58222i	0.30451-0.5875i	0.30675-0.59277i	0.30893-0.59805i	0.31104-0.60333i	0.31315-0.60862i	0.31527-0.6139i	0.31738-0.61918i	0.31949-0.62446i	0.32149-0.62974i	0.32348-0.63502i
0.30405-0.57911i	0.30662-0.58385i	0.30919-0.58859i	0.31176-0.59333i	0.31433-0.59807i	0.3169-0.60281i	0.3194-0.60755i	0.32184-0.61229i	0.32427-0.61703i	0.32671-0.62176i	0.32915-0.6265i	0.33158-0.63124i	0.3339-0.63596i	0.3362-0.64068i
0.3079-0.59717i	0.31089-0.60144i	0.31388-0.60571i	0.31687-0.60998i	0.31986-0.61425i	0.32286-0.61852i	0.32578-0.62278i	0.32863-0.62703i	0.33148-0.63128i	0.33433-0.63554i	0.33718-0.63979i	0.34003-0.64404i	0.34276-0.64827i	0.34546-0.6525i
0.30499-0.61951i	0.30847-0.6234i	0.31196-0.62728i	0.31545-0.63116i	0.31893-0.63505i	0.32242-0.63893i	0.32583-0.6428i	0.32918-0.64666i	0.33252-0.65051i	0.33586-0.65436i	0.3392-0.65822i	0.34255-0.66207i	0.34576-0.66589i	0.34895-0.6697i
0.29343-0.64413i	0.29746-0.64774i	0.30149-0.65134i	0.30552-0.65495i	0.30955-0.65855i	0.31358-0.66216i	0.31755-0.66574i	0.32143-0.6693i	0.32532-0.67286i	0.32921-0.67641i	0.3331-0.67997i	0.33699-0.68353i	0.34075-0.68704i	0.34449-0.69055i
0.27202-0.6682i	0.27662-0.67164i	0.28122-0.67508i	0.28582-0.67853i	0.29042-0.68197i	0.29502-0.68541i	0.29955-0.68882i	0.30401-0.6922i	0.30847-0.69558i	0.31294-0.69896i	0.3174-0.70234i	0.32186-0.70572i	0.3262-0.70904i	0.33051-0.71236i
0.24061-0.68837i	0.24577-0.69176i	0.25093-0.69516i	0.25609-0.69856i	0.26125-0.70195i	0.26642-0.70535i	0.27152-0.70871i	0.27655-0.71203i	0.28158-0.71535i	0.28662-0.71868i	0.29165-0.722i	0.29669-0.72532i	0.3016-0.72857i	0.30649-0.73181i
0.2003-0.70121i	0.20599-0.70467i	0.21168-0.70813i	0.21737-0.7116i	0.22305-0.71506i	0.22874-0.71853i	0.23437-0.72195i	0.23995-0.72533i	0.24552-0.7287i	0.25109-0.73208i	0.25667-0.73546i	0.26224-0.73884i	0.2677-0.74213i	0.27314-0.74542i
0.15342-0.70378i	0.15958-0.7074i	0.16573-0.71103i	0.17189-0.71466i	0.17804-0.71829i	0.18419-0.72191i	0.1903-0.7255i	0.19635-0.72903i	0.20241-0.73257i	0.20846-0.7361i	0.21452-0.73963i	0.22057-0.74317i	0.22653-0.74661i	0.23247-0.75005i
0.10327-0.69405i	0.10981-0.69792i	0.11635-0.70179i	0.12289-0.70566i	0.12943-0.70953i	0.13598-0.7134i	0.14248-0.71722i	0.14894-0.72099i	0.1554-0.72476i	0.16186-0.72853i	0.16832-0.73231i	0.17478-0.73608i	0.18115-0.73976i	0.18751-0.74342i
0.053659-0.67125i	0.060498-0.67542i	0.067337-0.67959i	0.074176-0.68375i	0.081015-0.68792i	0.087854-0.69208i	0.094663-0.6962i	0.10144-0.70027i	0.10822-0.70434i	0.11499-0.70841i	0.12177-0.71248i	0.12855-0.71655i	0.13525-0.72052i	0.14195-0.72448i
0.0084195-0.63596i	0.015462-0.64045i	0.022504-0.64495i	0.029546-0.64944i	0.036589-0.65394i	0.043631-0.65843i	0.050652-0.66288i	0.057651-0.66729i	0.06465-0.67169i	0.07165-0.6761i	0.078649-0.6805i	0.085648-0.6849i	0.092593-0.68922i	0.09953-0.69352i
-0.029136-0.58993i	-0.021985-0.59477i	-0.014833-0.59961i	-0.0076815-0.60445i	-0.00052989-0.60928i	0.0066217-0.61412i	0.013761-0.61892i	0.020887-0.62367i	0.028013-0.62843i	0.035139-0.63318i	0.042265-0.63794i	0.049391-0.6427i	0.056478-0.64737i	0.06356-0.65203i
-0.056591-0.53582i	-0.04942-0.54099i	-0.042249-0.54617i	-0.035079-0.55134i	-0.027908-0.55651i	-0.020737-0.56169i	-0.013571-0.56683i	-0.0064102-0.57194i	0.00075037-0.57705i	0.007911-0.58215i	0.015072-0.58726i	0.022232-0.59237i	0.029367-0.5974i	0.036498-0.60243i
-0.072616-0.47666i	-0.06551-0.48215i	-0.058404-0.48764i	-0.051299-0.49313i	-0.044193-0.49863i	-0.037087-0.50412i	-0.029981-0.50959i	-0.022874-0.51503i	-0.015766-0.52047i	-0.0086594-0.52592i	-0.0015524-0.53136i	0.0055547-0.53681i	0.012646-0.54219i	0.019736-0.54757i
